date,ig_followers,ig_reach_7d,ig_profile_views_7d,ig_engaged_7d,ig_views_7d,th_followers,th_views_7d,th_likes_7d,th_replies_7d,th_reposts_7d,th_quotes_7d
2026-09-08,112,93,6,42,2788,493,273,1,0,1,0
